Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 used for variations,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 used for variations,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 used for variations,Attribute 3 global,Meta: _mpn
variation,TK08BSTT,,Tapetech Premium Blue Steel Taping Knife - [TK08BSTT],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,,,,,75,TapeTech,Option,"8""",,,1,,,,,,,,,,,TK08BSTT
variation,TK10BSTT,,Tapetech Premium Blue Steel Taping Knife - [TK10BSTT],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,,,,,76,TapeTech,Option,"10""",,,1,,,,,,,,,,,TK10BSTT
variation,TK12BSTT,,Tapetech Premium Blue Steel Taping Knife - [TK12BSTT],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,,,,,77,TapeTech,Option,"12""",,,1,,,,,,,,,,,TK12BSTT
variation,TK14BSTT,,Tapetech Premium Blue Steel Taping Knife - [TK14BSTT],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,,,,,78,TapeTech,Option,"14""",,,1,,,,,,,,,,,TK14BSTT
variable,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,"Tapetech Premium Stainless Steel Taping Knife - [TK08SSTT, TK10SSTT, TK12SSTT, TK14SSTT]",1,0,visible,"TapeTech 8"" Premium Stainless Steel Taping Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The hand","TapeTech 8"" Premium Stainless Steel Taping Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel while Stainless Steel blades maximize rust resistance. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Stainless Steel Blade Resists Corrosion and Cleans Up Fast Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,,79,TapeTech,Option,"8"" | 10"" | 12"" | 14""",1,1,1,,,,,,,,,,,"TK08SSTT, TK10SSTT, TK12SSTT, TK14SSTT"
variation,TK08SSTT,,Tapetech Premium Stainless Steel Taping Knife - [TK08SSTT],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,,,,,80,TapeTech,Option,"8""",,,1,,,,,,,,,,,TK08SSTT
variation,TK10SSTT,,Tapetech Premium Stainless Steel Taping Knife - [TK10SSTT],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,,,,,81,TapeTech,Option,"10""",,,1,,,,,,,,,,,TK10SSTT
variation,TK12SSTT,,Tapetech Premium Stainless Steel Taping Knife - [TK12SSTT],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,,,,,82,TapeTech,Option,"12""",,,1,,,,,,,,,,,TK12SSTT
variation,TK14SSTT,,Tapetech Premium Stainless Steel Taping Knife - [TK14SSTT],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,,,,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,,,,,83,TapeTech,Option,"14""",,,1,,,,,,,,,,,TK14SSTT
variable,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,"X Premium Gold Stainless Steel Rounded Front Pool Trowel - [TGP120565-PS, TGP140565-PS, TGP160565-PS, TGP180565-PS]",1,0,visible,"TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth appearance on curved or flat surfaces, minimizing the number of lines or sweep marks that can occur with square-edged trowels. This makes them a great choice for ","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth appearance on curved or flat surfaces, minimizing the number of lines or sweep marks that can occur with square-edged trowels. This makes them a great choice for finishing Pools, Drywall, Plaster, Stucco, Concrete and EIFS.",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP120565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP120565-PS-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-02.webp,,,,,,,,,84,TapeTech,Option,"12"" | 14"" | 16"" | 18""",1,1,1,,,,,,,,,,,"TGP120565-PS, TGP140565-PS, TGP160565-PS, TGP180565-PS"
variation,TGP120565-PS,,X Premium Gold Stainless Steel Rounded Front Pool Trowel - [TGP120565-PS],1,0,visible,,,,,taxable,,1,,,0,0,0.86,3,5,12,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP120565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP120565-PS-02.webp,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,,,,,85,TapeTech,Option,"12""",,,1,,,,,,,,,,,TGP120565-PS
variation,TGP140565-PS,,X Premium Gold Stainless Steel Rounded Front Pool Trowel - [TGP140565-PS],1,0,visible,,,,,taxable,,1,,,0,0,0.97,3,5,14,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-02.webp,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,,,,,86,TapeTech,Option,"14""",,,1,,,,,,,,,,,TGP140565-PS
variation,TGP160565-PS,,X Premium Gold Stainless Steel Rounded Front Pool Trowel - [TGP160565-PS],1,0,visible,,,,,taxable,,1,,,0,0,1.12,3,5,16,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-02.webp,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,,,,,87,TapeTech,Option,"16""",,,1,,,,,,,,,,,TGP160565-PS
variation,TGP180565-PS,,X Premium Gold Stainless Steel Rounded Front Pool Trowel - [TGP180565-PS],1,0,visible,,,,,taxable,,1,,,0,0,1.19,3,5,18,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-02.webp,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,,,,,88,TapeTech,Option,"18""",,,1,,,,,,,,,,,TGP180565-PS
variable,TT-135-OUTSIDE-CORNER-EDGER,,"135 Outside Corner Edger - [EEX125135, EEX200135, EEX275135]",1,0,visible,"TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick material","TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex125135-1-25-135-outside-corner-edger-EEX125135-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex200135-2-135-outside-corner-edger-EEX200135-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex275135-2-75-135-outside-corner-edger-EEX275135-01.webp,,,,,,,,,89,TapeTech,Option,"1.25"" | 2"" | 2.75""",1,1,1,,,,,,,,,,,"EEX125135, EEX200135, EEX275135"
variation,EEX125135,,135 Outside Corner Edger - [EEX125135],1,0,visible,,,,,taxable,,1,,,0,0,0.35,1.25,1.25,6,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex125135-1-25-135-outside-corner-edger-EEX125135-01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,90,TapeTech,Option,"1.25""",,,1,,,,,,,,,,,EEX125135
variation,EEX200135,,135 Outside Corner Edger - [EEX200135],1,0,visible,,,,,taxable,,1,,,0,0,0.5,2,2,6.5,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex200135-2-135-outside-corner-edger-EEX200135-01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,91,TapeTech,Option,"2""",,,1,,,,,,,,,,,EEX200135
variation,EEX275135,,135 Outside Corner Edger - [EEX275135],1,0,visible,,,,,taxable,,1,,,0,0,0.6,2.75,2.75,7,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex275135-2-75-135-outside-corner-edger-EEX275135-01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,92,TapeTech,Option,"2.75""",,,1,,,,,,,,,,,EEX275135
variable,TT-COMPOUND-TUBE,,"Compound Tube - [CT24TT, CT36TT, CT42TT]",1,0,visible,"TapeTech Compound Tubes supply joint compound to Corner Flushers for finishing inside corners. Also attaches to TapeTech Applicator Heads for applying corner bead to internal and external corners. Available in three sizes, the Compound Tubes disassemble for easy cleaning.","TapeTech Compound Tubes supply joint compound to Corner Flushers for finishing inside corners. Also attaches to TapeTech Applicator Heads for applying corner bead to internal and external corners. Available in three sizes, the Compound Tubes disassemble for easy cleaning.",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-36-compound-tube-CT36TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-42-compound-tube-CT42TT-01.webp,,,,,,,,,93,TapeTech,Option,"24"" | 36"" | 42""",1,1,1,,,,,,,,,,,"CT24TT, CT36TT, CT42TT"
variation,CT24TT,,Compound Tube - [CT24TT],1,0,visible,,,,,taxable,,1,,,0,0,6.5,6,48,6,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-05.webp,,,TT-COMPOUND-TUBE,,,,,,94,TapeTech,Option,"24""",,,1,,,,,,,,,,,CT24TT
variation,CT36TT,,Compound Tube - [CT36TT],1,0,visible,,,,,taxable,,1,,,0,0,6.5,6,48,6,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-36-compound-tube-CT36TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-05.webp,,,TT-COMPOUND-TUBE,,,,,,95,TapeTech,Option,"36""",,,1,,,,,,,,,,,CT36TT
variation,CT42TT,,Compound Tube - [CT42TT],1,0,visible,,,,,taxable,,1,,,0,0,6.5,6,48,6,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-42-compound-tube-CT42TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-05.webp,,,TT-COMPOUND-TUBE,,,,,,96,TapeTech,Option,"42""",,,1,,,,,,,,,,,CT42TT
variable,TT-MAXXBOX,,"Maxxbox - [EHC07, EHC10, EHC12]",1,0,visible,Introducing the first high capacity finishing boxes designed to hold the right amount of joint compound when you really need it – on the first or second coat when you’re filling the joint – without the unnecessary weight you don’t need on the finish coat. The TapeTech MAXXBOX® Finishing Boxes are designed with the opti,"Introducing the first high capacity finishing boxes designed to hold the right amount of joint compound when you really need it – on the first or second coat when you’re filling the joint – without the unnecessary weight you don’t need on the finish coat. The TapeTech MAXXBOX® Finishing Boxes are designed with the optimum capacity to weight ratio. This means that you get more “usable” joint compound – the amount that you can actually get out of the finishing box and onto the wall – when you actually need it, like on the first coat. The TapeTech 7” MAXXBOX® finishing box delivers 94% more usable joint compound than the standard EasyClean® finishing box (model EZ07TT) and up to 68% more usable capacity than competitive high capacity finishing boxes. Step up to the boxes designed to hold and deliver the right amount. Every time. Every box. MAXXBOX®. Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings Finishes butt joints and flat joints on walls and ceilings Feathers edges of butt joints and flat joints",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-06.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-07.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-08.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-09.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-10.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-11.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-12.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-13.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-06.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-07.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-08.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-09.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-10.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-11.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-12.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-13.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-06.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-07.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-08.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-09.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-10.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-11.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-12.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-13.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-14.webp,,,,,,,,,97,TapeTech,Option,"7"" | 10"" | 12""",1,1,1,,,,,,,,,,,"EHC07, EHC10, EHC12"
variation,EHC07,,Maxxbox - [EHC07],1,0,visible,,,,,taxable,,1,,,0,0,1,4,4,4,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-06.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-07.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-08.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-09.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-10.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-11.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-12.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-7-maxxbox-EHC07-13.webp,,,TT-MAXXBOX,,,,,,98,TapeTech,Option,"7""",,,1,,,,,,,,,,,EHC07
variation,EHC10,,Maxxbox - [EHC10],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-06.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-07.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-08.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-09.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-10.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-11.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-12.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-10-maxxbox-EHC10-13.webp,,,TT-MAXXBOX,,,,,,99,TapeTech,Option,"10""",,,1,,,,,,,,,,,EHC10
variation,EHC12,,Maxxbox - [EHC12],1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-06.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-07.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-08.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-09.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-10.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-11.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-12.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-13.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-maxxbox-EHC12-14.webp,,,TT-MAXXBOX,,,,,,100,TapeTech,Option,"12""",,,1,,,,,,,,,,,EHC12
